60;0;0;0;0;0;2
58.814;0.16051;0.0027019;0;0;0;2
57.628;0.3188;0.0054206;0;0;0;2
56.442;0.47482;0.0081563;0;0;0;2
55.256;0.62854;0.010909;0;0;0;2
54.07;0.77991;0.013678;0;0;0;2
52.884;0.92888;0.016464;0;0;0;2
51.698;1.0754;0.019266;0;0;0;2
50.512;1.2195;0.022085;0;0;0;2
49.326;1.361;0.024921;0;0;0;2
48.14;1.5;0.027772;0;0;0;2
60;1.5;0.027772;0;0;0;0
59.674;1.6007;0.029456;0;0;0;0
59.347;1.7013;0.031146;0;0;0;0
59.021;1.8017;0.032843;0;0;0;0
58.695;1.902;0.034546;0;0;0;0
58.369;2.0021;0.036256;0;0;0;0
58.042;2.102;0.037973;0;0;0;0
57.716;2.2018;0.039697;0;0;0;0
57.39;2.3014;0.041427;0;0;0;0
57.063;2.4008;0.043164;0;0;0;0
56.737;2.5;0.044908;0;0;0;0
60;2.5;0.044908;0;0;0;5
58;2.6462;0.047386;0;0;0;5
56;2.7882;0.049877;0;0;0;5
54;2.926;0.052383;0;0;0;5
52;3.0595;0.054902;0;0;0;5
50;3.1886;0.057434;0;0;0;5
48;3.3134;0.05998;0;0;0;5
46;3.4336;0.062538;0;0;0;5
44;3.5493;0.065109;0;0;0;5
42;3.6604;0.067693;0;0;0;5
40;3.7668;0.070289;0;0;0;5
60;3.7668;0.070289;0;0;0;5
58;3.913;0.072766;0;0;0;5
56;4.055;0.075258;0;0;0;5
54;4.1928;0.077763;0;0;0;5
52;4.3263;0.080282;0;0;0;5
50;4.4555;0.082815;0;0;0;5
48;4.5802;0.08536;0;0;0;5
46;4.7005;0.087919;0;0;0;5
44;4.8162;0.09049;0;0;0;5
42;4.9273;0.093074;0;0;0;5
40;5.0337;0.095669;0;0;0;5
60;5.0337;0.095669;0;0;0;5
58;5.1799;0.098147;0;0;0;5
56;5.3219;0.10064;0;0;0;5
54;5.4597;0.10314;0;0;0;5
52;5.5932;0.10566;0;0;0;5
50;5.7223;0.1082;0;0;0;5
48;5.8471;0.11074;0;0;0;5
46;5.9673;0.1133;0;0;0;5
44;6.083;0.11587;0;0;0;5
42;6.1941;0.11845;0;0;0;5
40;6.3005;0.12105;0;0;0;5
60;6.3005;0.12105;0;0;0;5
58.128;6.4375;0.12337;0;0;0;5
56.255;6.5708;0.1257;0;0;0;5
54.383;6.7005;0.12804;0;0;0;5
52.511;6.8264;0.1304;0;0;0;5
50.638;6.9484;0.13277;0;0;0;5
48.766;7.0667;0.13515;0;0;0;5
46.894;7.181;0.13754;0;0;0;5
45.021;7.2914;0.13994;0;0;0;5
43.149;7.3977;0.14235;0;0;0;5
41.277;7.5;0.14477;0;0;0;5
60;7.5;0.14477;0;0;0;6
58;7.6268;0.14692;0;0;0;6
56;7.75;0.14908;0;0;0;6
54;7.8694;0.15125;0;0;0;6
52;7.9849;0.15343;0;0;0;6
50;8.0967;0.15563;0;0;0;6
48;8.2045;0.15783;0;0;0;6
46;8.3084;0.16004;0;0;0;6
44;8.4083;0.16226;0;0;0;6
42;8.5042;0.16449;0;0;0;6
40;8.5959;0.16672;0;0;0;6
60;8.5959;0.16672;0;0;0;6
58;8.7228;0.16887;0;0;0;6
56;8.8459;0.17103;0;0;0;6
54;8.9653;0.17321;0;0;0;6
52;9.0809;0.17539;0;0;0;6
50;9.1926;0.17758;0;0;0;6
48;9.3005;0.17978;0;0;0;6
46;9.4044;0.18199;0;0;0;6
44;9.5043;0.18421;0;0;0;6
42;9.6001;0.18644;0;0;0;6
40;9.6919;0.18868;0;0;0;6
60;9.6919;0.18868;0;0;0;6
58;9.8187;0.19083;0;0;0;6
56;9.9418;0.19299;0;0;0;6
54;10.061;0.19516;0;0;0;6
52;10.177;0.19734;0;0;0;6
50;10.289;0.19953;0;0;0;6
48;10.396;0.20173;0;0;0;6
46;10.5;0.20394;0;0;0;6
44;10.6;0.20616;0;0;0;6
42;10.696;0.20839;0;0;0;6
40;10.788;0.21063;0;0;0;6
