0;0;0;100;-1;7.2552;2;7.5109;6.4675
1.1031;0.00069889;0.0012592;100;-1;6.9854;2;7.5109;6.4675
2.2062;0.0028657;0.0025661;100;-1;6.7358;2;7.5109;6.4675
3.3093;0.0066043;0.0039202;100;-1;6.5064;2;7.5109;6.4675
4.4124;0.012016;0.0053207;100;-1;6.2971;2;7.5109;6.4675
5.5155;0.019195;0.0067662;100;-1;6.108;2;7.5109;6.4675
6.6186;0.02823;0.0082547;100;-1;5.9391;2;7.5109;6.4675
7.7217;0.039195;0.0097834;100;-1;5.7903;2;7.5109;6.4675
8.8248;0.052152;0.011349;100;-1;5.6617;2;7.5109;6.4675
9.9279;0.067146;0.012948;100;-1;5.5533;2;7.5109;6.4675
11.031;0.084203;0.014575;100;-1;5.4651;2;7.5109;6.4675
11.031;0.084203;0.014575;100;-1;5.4651;2;30.151;69.352
14.137;0.14297;0.019243;100;-1;5.3476;2;30.151;69.352
17.243;0.21787;0.024015;100;-1;5.2298;2;30.151;69.352
20.349;0.30964;0.028896;100;-1;5.1115;2;30.151;69.352
23.455;0.41907;0.033891;100;-1;4.9929;2;30.151;69.352
26.561;0.54703;0.039007;100;-1;4.8738;2;30.151;69.352
29.667;0.69445;0.044249;100;-1;4.7544;2;30.151;69.352
32.773;0.86232;0.049625;100;-1;4.6346;2;30.151;69.352
35.879;1.0517;0.055142;100;-1;4.5144;2;30.151;69.352
38.985;1.2639;0.060808;100;-1;4.3938;2;30.151;69.352
42.091;1.5;0.066632;100;-1;4.2728;2;30.151;69.352
42.091;1.5;0.066632;100;-1;6.2728;0;49.993;18.123
43.573;1.5826;0.068562;100;-1;6.2149;0;49.993;18.123
45.056;1.6689;0.070509;100;-1;6.1569;0;49.993;18.123
46.538;1.7589;0.072474;100;-1;6.0988;0;49.993;18.123
48.021;1.8528;0.074459;100;-1;6.0406;0;49.993;18.123
49.503;1.9505;0.076463;100;-1;5.9824;0;49.993;18.123
50.986;2.0521;0.078486;100;-1;5.9241;0;49.993;18.123
52.468;2.1578;0.080529;100;-1;5.8656;0;49.993;18.123
53.951;2.2677;0.082593;100;-1;5.8071;0;49.993;18.123
55.433;2.3817;0.084678;100;-1;5.7485;0;49.993;18.123
56.916;2.5;0.086784;100;-1;5.6898;0;49.993;18.123
56.916;2.5;0.086784;100;-1;0.68979;5;57.611;0.15555
57.052;2.5921;0.0884;100;-1;0.68438;5;57.611;0.15555
57.189;2.6851;0.090029;100;-1;0.67896;5;57.611;0.15555
57.325;2.7791;0.09167;100;-1;0.67355;5;57.611;0.15555
57.462;2.8741;0.093325;100;-1;0.66813;5;57.611;0.15555
57.599;2.9701;0.094994;100;-1;0.66271;5;57.611;0.15555
57.735;3.0671;0.096676;100;-1;0.65729;5;57.611;0.15555
57.872;3.1651;0.098372;100;-1;0.65187;5;57.611;0.15555
58.009;3.2642;0.10008;100;-1;0.64645;5;57.611;0.15555
58.145;3.3644;0.10181;100;-1;0.64103;5;57.611;0.15555
58.282;3.4657;0.10355;100;-1;0.63561;5;57.611;0.15555
58.282;3.4657;0.10355;100;60.052;0.63517;5;59.484;0.20192
58.449;3.5971;0.1058;100;60.052;0.57253;5;59.484;0.20192
58.617;3.7442;0.10831;100;60.052;0.51044;5;59.484;0.20192
58.784;3.9108;0.11115;100;60.052;0.4489;5;59.484;0.20192
58.951;4.1024;0.1144;100;60.052;0.3879;5;59.484;0.20192
59.118;4.3273;0.11821;100;60.052;0.32746;5;59.484;0.20192
59.286;4.5987;0.1228;100;60.052;0.26756;5;59.484;0.20192
59.453;4.9397;0.12854;100;60.052;0.20821;5;59.484;0.20192
59.62;5.3965;0.13621;100;60.052;0.14941;5;59.484;0.20192
59.787;6.0851;0.14775;100;60.052;0.091159;5;59.484;0.20192
59.955;7.5;0.17137;100;60.052;0.033454;5;59.484;0.20192
59.955;7.5;0.17137;100;-1;-0.96655;6;58.989;0.23083
59.787;7.5868;0.17282;100;-1;-0.90884;6;58.989;0.23083
59.62;7.6791;0.17437;100;-1;-0.85059;6;58.989;0.23083
59.453;7.7776;0.17602;100;-1;-0.79179;6;58.989;0.23083
59.286;7.8835;0.17781;100;-1;-0.73244;6;58.989;0.23083
59.118;7.9981;0.17974;100;-1;-0.67254;6;58.989;0.23083
58.951;8.1231;0.18186;100;-1;-0.6121;6;58.989;0.23083
58.784;8.2608;0.1842;100;-1;-0.5511;6;58.989;0.23083
58.617;8.4143;0.18681;100;-1;-0.48956;6;58.989;0.23083
58.449;8.588;0.18978;100;-1;-0.42747;6;58.989;0.23083
58.282;8.7886;0.19322;100;-1;-0.36483;6;58.989;0.23083
58.282;8.7886;0.19322;100;49.055;-0.36439;6;55.548;2.0088
57.79;9.4428;0.20449;100;49.055;-0.34488;6;55.548;2.0088
57.298;10.129;0.21642;100;49.055;-0.32537;6;55.548;2.0088
56.806;10.852;0.22909;100;49.055;-0.30588;6;55.548;2.0088
56.314;11.615;0.24259;100;49.055;-0.28639;6;55.548;2.0088
55.823;12.426;0.25704;100;49.055;-0.26692;6;55.548;2.0088
55.331;13.29;0.27259;100;49.055;-0.24745;6;55.548;2.0088
54.839;14.216;0.28941;100;49.055;-0.228;6;55.548;2.0088
54.347;15.216;0.30773;100;49.055;-0.20856;6;55.548;2.0088
53.855;16.305;0.32785;100;49.055;-0.18912;6;55.548;2.0088
53.363;17.5;0.35015;100;49.055;-0.1697;6;55.548;2.0088
53.363;17.5;0.35015;100;23.268;-1.1697;7;47.105;12.039
52.163;17.949;0.35866;100;23.268;-1.1223;7;47.105;12.039
50.963;18.407;0.36753;100;23.268;-1.0751;7;47.105;12.039
49.763;18.874;0.37681;100;23.268;-1.0278;7;47.105;12.039
48.563;19.351;0.38652;100;23.268;-0.98064;7;47.105;12.039
47.363;19.84;0.39671;100;23.268;-0.93353;7;47.105;12.039
46.162;20.341;0.40743;100;23.268;-0.88647;7;47.105;12.039
44.962;20.856;0.41873;100;23.268;-0.83947;7;47.105;12.039
43.762;21.386;0.43068;100;23.268;-0.79253;7;47.105;12.039
42.562;21.933;0.44337;100;23.268;-0.74565;7;47.105;12.039
41.362;22.5;0.45687;100;23.268;-0.69882;7;47.105;12.039
41.362;22.5;0.45687;100;-1;3.3012;3;49.501;18.53
42.864;22.657;0.4606;100;-1;3.2426;3;49.501;18.53
44.366;22.823;0.4644;100;-1;3.1839;3;49.501;18.53
45.868;22.997;0.46827;100;-1;3.1251;3;49.501;18.53
47.37;23.181;0.47221;100;-1;3.0662;3;49.501;18.53
48.872;23.375;0.47623;100;-1;3.0072;3;49.501;18.53
50.374;23.578;0.48033;100;-1;2.9481;3;49.501;18.53
51.876;23.792;0.48451;100;-1;2.889;3;49.501;18.53
53.378;24.016;0.48878;100;-1;2.8297;3;49.501;18.53
54.88;24.252;0.49314;100;-1;2.7704;3;49.501;18.53
56.382;24.5;0.49759;100;-1;2.7109;3;49.501;18.53
56.382;24.5;0.49759;100;-1;6.7109;-1;57.339;0.30081
56.572;24.513;0.49782;100;-1;6.7034;-1;57.339;0.30081
56.762;24.526;0.49805;100;-1;6.6959;-1;57.339;0.30081
56.952;24.539;0.49828;100;-1;6.6884;-1;57.339;0.30081
57.142;24.552;0.49851;100;-1;6.6808;-1;57.339;0.30081
57.332;24.566;0.49874;100;-1;6.6733;-1;57.339;0.30081
57.522;24.579;0.49897;100;-1;6.6658;-1;57.339;0.30081
57.712;24.592;0.49921;100;-1;6.6582;-1;57.339;0.30081
57.902;24.606;0.49944;100;-1;6.6507;-1;57.339;0.30081
58.092;24.619;0.49967;100;-1;6.6432;-1;57.339;0.30081
58.282;24.633;0.4999;100;-1;6.6356;-1;57.339;0.30081
58.282;24.633;0.4999;100;-1;6.6352;-1;64.919;11.003
59.454;24.72;0.50139;100;-1;6.2079;-1;64.919;11.003
60.626;24.815;0.50297;100;-1;5.8075;-1;64.919;11.003
61.797;24.919;0.50467;100;-1;5.434;-1;64.919;11.003
62.969;25.032;0.50648;100;-1;5.0875;-1;64.919;11.003
64.141;25.155;0.50841;100;-1;4.7678;-1;64.919;11.003
65.313;25.288;0.51047;100;-1;4.4751;-1;64.919;11.003
66.485;25.433;0.51267;100;-1;4.2092;-1;64.919;11.003
67.656;25.589;0.515;100;-1;3.9703;-1;64.919;11.003
68.828;25.758;0.51746;100;-1;3.7583;-1;64.919;11.003
70;25.938;0.52006;100;-1;3.5732;-1;64.919;11.003
70;25.938;0.52006;100;-1;3.5732;-1;84.951;40.773
72.332;26.335;0.52563;100;-1;3.2382;-1;84.951;40.773
74.665;26.788;0.5318;100;-1;2.9166;-1;84.951;40.773
76.997;27.309;0.53867;100;-1;2.6084;-1;84.951;40.773
79.329;27.912;0.54638;100;-1;2.3135;-1;84.951;40.773
81.661;28.616;0.55512;100;-1;2.032;-1;84.951;40.773
83.994;29.445;0.56513;100;-1;1.7638;-1;84.951;40.773
86.326;30.434;0.57674;100;-1;1.509;-1;84.951;40.773
88.658;31.632;0.59043;100;-1;1.2676;-1;84.951;40.773
90.99;33.115;0.60693;100;-1;1.0395;-1;84.951;40.773
93.323;35;0.62738;100;-1;0.82476;-1;84.951;40.773
93.323;35;0.62738;100;91.409;-0.17524;0;92.842;0.063465
93.235;35.387;0.63152;100;91.409;-0.16742;0;92.842;0.063465
93.148;35.792;0.63587;100;91.409;-0.15959;0;92.842;0.063465
93.06;36.217;0.64044;100;91.409;-0.15174;0;92.842;0.063465
92.973;36.665;0.64525;100;91.409;-0.14387;0;92.842;0.063465
